18.826576959181935,18.826576959181935
31.362133948061548,32.752948272189286
57.77109499952273,62.2348823336425
87.58775230604566,94.36045368110035
57.51558008976459,67.20058994762684
90.10212611976402,91.45869459480494
101.92550602925238,110.8873663174822
76.5705640363958,104.37371093521654
115.79942451200499,127.74867080461297
101.35267699959255,126.81778167872042
120.85619516296734,131.32060650360663
111.57786583705214,167.33188657903048
140.47596669213402,148.10443321140326
110.394348876348,136.5980885690446
131.8700779916164,158.5489876585532
141.80694766544906,169.06159687067264
140.67003385135706,152.09252414506233
123.51259243497319,147.311625910037
145.05684552098722,184.22779908849714
175.47068347673076,202.96231927455435
123.93852804261802,158.07019732113352
133.92702713944257,169.7014953850768
154.06196974515157,194.36109608177674
152.5862039043166,178.79941844662798
165.9411887764331,210.8033714003055
150.00410349178284,173.57148297765116
159.84276210541637,205.49672228150317
135.40715364986457,180.78529938080007
173.00666193471434,243.6687604305781
