2, 0.0
3, 1.0
4, 0.0
5, 0.0
6, 0.0
7, 0.0
8, 0.0
9, 1.0
10, 1.0
11, 1.0
12, 0.0
13, 0.0
14, 0.0
15, 1.0
16, 1.0
17, 1.0
18, 0.0
19, 1.0
20, 1.0
21, 1.0
22, 1.0
23, 1.0
24, 1.0
25, 1.0
26, 1.0
27, 2.0
28, 2.0
29, 1.0
